,title,publication_info,cited_by
932,Intelligent intrusion detection system for Apache web server empowered with machine learning approaches,"MU Ullah, A Hassan, M Asif, MS Farooq… - International Journal of …, 2022 - ijcis.com",Cited by 91
933,Big data and machine learning driven bioprocessing–recent trends and critical analysis,"CT Yang, E Kristiani, YK Leong, JS Chang - Bioresource technology, 2023 - Elsevier",Cited by 34
934,[HTML][HTML] Wearable sensors and machine learning in post-stroke rehabilitation assessment: A systematic review,"I Boukhennoufa, X Zhai, V Utti, J Jackson… - … Signal Processing and …, 2022 - Elsevier",Cited by 104
935,Heart disease prediction using machine learning techniques: a quantitative review,"L Riyaz, MA Butt, M Zaman, O Ayob - International Conference on …, 2022 - Springer",Cited by 65
936,Deep dive into machine learning density functional theory for materials science and chemistry,"L Fiedler, K Shah, M Bussmann, A Cangi - Physical Review Materials, 2022 - APS",Cited by 65
937,Data banzhaf: A robust data valuation framework for machine learning,"JT Wang, R Jia - International Conference on Artificial …, 2023 - proceedings.mlr.press",Cited by 65
938,"Hemodynamic modeling, medical imaging, and machine learning and their applications to cardiovascular interventions","M Kadem, L Garber, M Abdelkhalek… - IEEE Reviews in …, 2022 - ieeexplore.ieee.org",Cited by 37
939,Explainable AI for machine fault diagnosis: understanding features' contribution in machine learning models for industrial condition monitoring,"E Brusa, L Cibrario, C Delprete, LG Di Maggio - Applied Sciences, 2023 - mdpi.com",Cited by 42
940,GPR monitoring for road transport infrastructure: A systematic review and machine learning insights,"M Rasol, JC Pais, V Pérez-Gracia, M Solla… - … and Building Materials, 2022 - Elsevier",Cited by 101
941,Problem-independent machine learning (PIML)-based topology optimization—A universal approach,"M Huang, Z Du, C Liu, Y Zheng, T Cui, Y Mei… - Extreme Mechanics …, 2022 - Elsevier",Cited by 31
942,Chronic kidney disease prediction using machine learning techniques,"DA Debal, TM Sitote - Journal of Big Data, 2022 - Springer",Cited by 100
943,Adversarial machine learning in wireless communications using RF data: A review,"D Adesina, CC Hsieh, YE Sagduyu… - … Surveys & Tutorials, 2022 - ieeexplore.ieee.org",Cited by 114
944,Machine learning for emergency management: A survey and future outlook,"C Kyrkou, P Kolios, T Theocharides… - Proceedings of the …, 2022 - ieeexplore.ieee.org",Cited by 18
945,Machine learning prediction models to evaluate the strength of recycled aggregate concrete,"X Yuan, Y Tian, W Ahmad, A Ahmad, KI Usanova… - Materials, 2022 - mdpi.com",Cited by 72
946,Machine learning guided synthesis of flash graphene,"JL Beckham, KM Wyss, Y Xie, EA McHugh… - Advanced …, 2022 - Wiley Online Library",Cited by 67
947,Propension to customer churn in a financial institution: A machine learning approach,"RA de Lima Lemos, TC Silva, BM Tabak - Neural Computing and …, 2022 - Springer",Cited by 66
948,Addressing the challenges and barriers to the integration of machine learning into clinical practice: An innovative method to hybrid human–machine intelligence,"C Ed-Driouch, F Mars, PA Gourraud, C Dumas - Sensors, 2022 - mdpi.com",Cited by 26
949,Machine learning methods for modelling the gasification and pyrolysis of biomass and waste,"S Ascher, I Watson, S You - Renewable and Sustainable Energy Reviews, 2022 - Elsevier",Cited by 154
950,"Machine learning for design, phase transformation and mechanical properties of alloys","JF Durodola - Progress in Materials Science, 2022 - Elsevier",Cited by 63
951,Voting Classification‐Based Diabetes Mellitus Prediction Using Hypertuned Machine‐Learning Techniques,"Z Mushtaq, MF Ramzan, S Ali, S Baseer… - Mobile Information …, 2022 - Wiley Online Library",Cited by 60
952,Flood detection in urban areas using satellite imagery and machine learning,"AH Tanim, CB McRae, H Tavakol-Davani, E Goharian - Water, 2022 - mdpi.com",Cited by 69
953,Data compression for quantum machine learning,"R Dilip, YJ Liu, A Smith, F Pollmann - Physical Review Research, 2022 - APS",Cited by 43
954,A machine learning-based analysis for predicting fragility curve parameters of buildings,"H Dabiri, A Faramarzi, A Dall'Asta, E Tondi… - Journal of Building …, 2022 - Elsevier",Cited by 41
955,"Spice, a dataset of drug-like molecules and peptides for training machine learning potentials","P Eastman, PK Behara, DL Dotson, R Galvelis, JE Herr… - Scientific Data, 2023 - nature.com",Cited by 77
956,[HTML][HTML] A review of machine learning techniques for identifying weeds in corn,"A Venkataraju, D Arumugam, C Stepan, R Kiran… - Smart Agricultural …, 2023 - Elsevier",Cited by 29
957,A review of the gumbel-max trick and its extensions for discrete stochasticity in machine learning,"IAM Huijben, W Kool, MB Paulus… - … analysis and machine …, 2022 - ieeexplore.ieee.org",Cited by 91
958,Phishing URL detection using machine learning methods,"SKH Ahammad, SD Kale, GD Upadhye… - … in Engineering Software, 2022 - Elsevier",Cited by 56
959,Biochar production and its environmental applications: recent developments and machine learning insights,"KV Supraja, H Kachroo, G Viswanathan… - Bioresource …, 2023 - Elsevier",Cited by 17
960,Easy and fast prediction of green solvents for small molecule donor-based organic solar cells through machine learning,"A Mahmood, Y Sandali, JL Wang - Physical Chemistry Chemical …, 2023 - pubs.rsc.org",Cited by 73
961,Seismic damage prediction of RC buildings using machine learning,"S Bhatta, J Dang - Earthquake Engineering & Structural …, 2023 - Wiley Online Library",Cited by 28
962,[BOOK][B] Advanced machine learning algorithms for complex financial applications,"M Irfan, M Elhoseny, S Kassim, N Metawa - 2023 - books.google.com",Cited by 40
963,Machine learning algorithms for defect detection in metal laser-based additive manufacturing: A review,"Y Fu, ARJ Downey, L Yuan, T Zhang, A Pratt… - Journal of Manufacturing …, 2022 - Elsevier",Cited by 164
964,[HTML][HTML] Optimizing durability assessment: Machine learning models for depth of wear of environmentally-friendly concrete,"M Khan, AU Khan, M Houda, C El Hachem… - Results in …, 2023 - Elsevier",Cited by 25
965,Automatic design of machine learning via evolutionary computation: A survey,"N Li, L Ma, T Xing, G Yu, C Wang, Y Wen, S Cheng… - Applied Soft …, 2023 - Elsevier",Cited by 24
966,Privacy-preserving machine learning with fully homomorphic encryption for deep neural network,"JW Lee, HC Kang, Y Lee, W Choi, J Eom… - iEEE …, 2022 - ieeexplore.ieee.org",Cited by 266
967,[HTML][HTML] Role of machine learning in attaining environmental sustainability,"P Asha, K Mannepalli, R Khilar, N Subbulakshmi… - Energy Reports, 2022 - Elsevier",Cited by 21
968,Machine learning for understanding and predicting injuries in football,"A Majumdar, R Bakirov, D Hodges, S Scott… - Sports Medicine-Open, 2022 - Springer",Cited by 43
969,Quantum machine learning for support vector machine classification,"SS Kavitha, N Kaulgud - Evolutionary Intelligence, 2024 - Springer",Cited by 29
970,[PDF][PDF] A systematic literature review of deep and machine learning algorithms in cardiovascular diseases diagnosis,"ZK Alkayyali, SAB Idris, SS Abu-Naser - Journal of Theoretical and Applied …, 2023 - jatit.org",Cited by 45
971,Predicting infectious disease for biopreparedness and response: A systematic review of machine learning and deep learning approaches,"R Keshavamurthy, S Dixon, KT Pazdernik, LE Charles - One Health, 2022 - Elsevier",Cited by 41
972,Simple nearest-neighbour analysis meets the accuracy of compound potency predictions using complex machine learning models,"T Janela, J Bajorath - Nature Machine Intelligence, 2022 - nature.com",Cited by 33
973,Predictive analytics and machine learning for real-time supply chain risk mitigation and agility,"A Aljohani - Sustainability, 2023 - mdpi.com",Cited by 79
974,A machine learning approach for predicting hidden links in supply chain with graph neural networks,"EE Kosasih, A Brintrup - International Journal of Production …, 2022 - Taylor & Francis",Cited by 124
975,[CITATION][C] Development of a software and hardware complex for primary diagnostics based on deep machine learning,"R Yaxshiboyev - Central asian journal of education and computer …, 2022 - cajecs.com",Cited by 23
976,Advancing rare-earth separation by machine learning,"T Liu, KR Johnson, S Jansone-Popova, D Jiang - JACS Au, 2022 - ACS Publications",Cited by 25
977,Machine Learning Models for Understanding Blood-Brain Barrier Integrity and Transport Mechanisms,"BY Kasula - International Journal of Machine Learning for …, 2023 - ijsdcs.com",Cited by 15
978,Analytics and machine learning in vehicle routing research,"R Bai, X Chen, ZL Chen, T Cui, S Gong… - … Journal of Production …, 2023 - Taylor & Francis",Cited by 105
979,Healthcare predictive analytics using machine learning and deep learning techniques: a survey,"M Badawy, N Ramadan, HA Hefny - Journal of Electrical Systems and …, 2023 - Springer",Cited by 49
980,Machine learning for accelerating the design process of double-double composite structures,"Z Zhang, Z Zhang, F Di Caprio, GX Gu - Composite Structures, 2022 - Elsevier",Cited by 45
981,Machine learning-based seismic response and performance assessment of reinforced concrete buildings,"F Kazemi, N Asgarkhani, R Jankowski - Archives of Civil and Mechanical …, 2023 - Springer",Cited by 81
982,A survey of intrusion detection from the perspective of intrusion datasets and machine learning techniques,"G Singh, N Khare - International Journal of Computers and …, 2022 - Taylor & Francis",Cited by 93
983,A hybrid machine learning algorithm for heart and liver disease prediction using modified particle swarm optimization with support vector machine,"MP Behera, A Sarangi, D Mishra, SK Sarangi - Procedia Computer Science, 2023 - Elsevier",Cited by 43
984,"Prospective validation of machine learning algorithms for absorption, distribution, metabolism, and excretion prediction: An industrial perspective","C Fang, Y Wang, R Grater, S Kapadnis… - Journal of Chemical …, 2023 - ACS Publications",Cited by 32
985,Prediction heavy metals accumulation risk in rice using machine learning and mapping pollution risk,"B Zhao, W Zhu, S Hao, M Hua, Q Liao, Y Jing… - Journal of Hazardous …, 2023 - Elsevier",Cited by 46
986,The coming of age of interpretable and explainable machine learning models,"PJG Lisboa, S Saralajew, A Vellido… - Neurocomputing, 2023 - Elsevier",Cited by 85
987,"Prediction and optimization model of sustainable concrete properties using machine learning, deep learning and swarm intelligence: A review","S Wang, P Xia, K Chen, F Gong, H Wang… - Journal of Building …, 2023 - Elsevier",Cited by 35
988,Non-parametric empirical machine learning for short-term and long-term structural health monitoring,"A Entezami, H Shariatmadar… - Structural Health …, 2022 - journals.sagepub.com",Cited by 49
989,Analysis of bitcoin price prediction using machine learning,"J Chen - Journal of Risk and Financial Management, 2023 - mdpi.com",Cited by 83
990,Investigating the performance of machine learning models combined with different feature selection methods to estimate the energy consumption of buildings,"X Liu, H Tang, Y Ding, D Yan - Energy and Buildings, 2022 - Elsevier",Cited by 53
991,A systematic review on machine learning and deep learning techniques in cancer survival prediction,"P Deepa, C Gunavathi - Progress in Biophysics and Molecular Biology, 2022 - Elsevier",Cited by 34
992,A Detailed View on industrial Safety and Health Analytics using Machine Learning Hybrid Ensemble Techniques,"K Rathor, S Lenka, KA Pandya… - … Conference on Edge …, 2022 - ieeexplore.ieee.org",Cited by 101
