,title,authors,year,venue,publisher,citation_count,avg_citations_per_year
926,[HTML][HTML] Enhancing construction safety: Machine learning-based classification of injury types,"M Alkaissy, M Arashpour, EM Golafshani, MR Hosseini… ",2023 ,Safety science,Elsevier, 38,19.0
927,[HTML][HTML] Interpretable Ensemble-Machine-Learning models for predicting creep behavior of concrete,"M Liang, Z Chang, Z Wan, Y Gan, E Schlangen… ",2022 ,Cement and Concrete …,Elsevier, 176,59.0
928,Testing and analysis of predictive capabilities of machine learning algorithms,"G Khekare, LK Bramhane, C Dhule, R Agrawal… ",2022 ,… and machine learning …,Springer, 19,6.0
929,A systematic review of localization in WSN: Machine learning and optimization‐based approaches,"P Yadav, SC Sharma ",2023 ,International journal of communication …,Wiley Online Library, 28,14.0
930,Amelioration of Alzheimer's disease pathology by mitophagy inducers identified via machine learning and a cross-species workflow,"C Xie, XX Zhuang, Z Niu, R Ai, S Lautrup… ",2022 ,Nature Biomedical …,nature.com, 168,56.0
931,Machine Learning Approaches for Analysis in Smart Healthcare Informatics,"N Jiwani, K Gupta, P Whig ",2023 ,Machine Learning and Artificial …,api.taylorfrancis.com, 31,16.0
932,Intelligent intrusion detection system for Apache web server empowered with machine learning approaches,"MU Ullah, A Hassan, M Asif, MS Farooq… ",2022 ,International Journal of …,ijcis.com, 91,30.0
933,Big data and machine learning driven bioprocessing–recent trends and critical analysis,"CT Yang, E Kristiani, YK Leong, JS Chang ",2023 ,Bioresource technology,Elsevier, 34,17.0
934,[HTML][HTML] Wearable sensors and machine learning in post-stroke rehabilitation assessment: A systematic review,"I Boukhennoufa, X Zhai, V Utti, J Jackson… ",2022 ,… Signal Processing and …,Elsevier, 104,35.0
935,Heart disease prediction using machine learning techniques: a quantitative review,"L Riyaz, MA Butt, M Zaman, O Ayob ",2022 ,International Conference on …,Springer, 65,22.0
936,Deep dive into machine learning density functional theory for materials science and chemistry,"L Fiedler, K Shah, M Bussmann, A Cangi ",2022 ,Physical Review Materials,APS, 65,22.0
937,Data banzhaf: A robust data valuation framework for machine learning,"JT Wang, R Jia ",2023 ,International Conference on Artificial …,proceedings.mlr.press, 65,32.0
938,"Hemodynamic modeling, medical imaging, and machine learning and their applications to cardiovascular interventions","M Kadem, L Garber, M Abdelkhalek… ",2022 ,IEEE Reviews in …,ieeexplore.ieee.org, 37,12.0
939,Explainable AI for machine fault diagnosis: understanding features' contribution in machine learning models for industrial condition monitoring,"E Brusa, L Cibrario, C Delprete, LG Di Maggio ",2023 ,Applied Sciences,mdpi.com, 42,21.0
940,GPR monitoring for road transport infrastructure: A systematic review and machine learning insights,"M Rasol, JC Pais, V Pérez-Gracia, M Solla… ",2022 ,… and Building Materials,Elsevier, 101,34.0
941,Problem-independent machine learning (PIML)-based topology optimization—A universal approach,"M Huang, Z Du, C Liu, Y Zheng, T Cui, Y Mei… ",2022 ,Extreme Mechanics …,Elsevier, 31,10.0
942,Chronic kidney disease prediction using machine learning techniques,"DA Debal, TM Sitote ",2022 ,Journal of Big Data,Springer, 100,33.0
943,Adversarial machine learning in wireless communications using RF data: A review,"D Adesina, CC Hsieh, YE Sagduyu… ",2022 ,… Surveys & Tutorials,ieeexplore.ieee.org, 114,38.0
944,Machine learning for emergency management: A survey and future outlook,"C Kyrkou, P Kolios, T Theocharides… ",2022 ,Proceedings of the …,ieeexplore.ieee.org, 18,6.0
945,Machine learning prediction models to evaluate the strength of recycled aggregate concrete,"X Yuan, Y Tian, W Ahmad, A Ahmad, KI Usanova… ",2022 ,Materials,mdpi.com, 72,24.0
946,Machine learning guided synthesis of flash graphene,"JL Beckham, KM Wyss, Y Xie, EA McHugh… ",2022 ,Advanced …,Wiley Online Library, 67,22.0
947,Propension to customer churn in a financial institution: A machine learning approach,"RA de Lima Lemos, TC Silva, BM Tabak ",2022 ,Neural Computing and …,Springer, 66,22.0
948,Addressing the challenges and barriers to the integration of machine learning into clinical practice: An innovative method to hybrid human–machine intelligence,"C Ed-Driouch, F Mars, PA Gourraud, C Dumas ",2022 ,Sensors,mdpi.com, 26,9.0
949,Machine learning methods for modelling the gasification and pyrolysis of biomass and waste,"S Ascher, I Watson, S You ",2022 ,Renewable and Sustainable Energy Reviews,Elsevier, 154,51.0
950,"Machine learning for design, phase transformation and mechanical properties of alloys",JF Durodola ,2022 ,Progress in Materials Science,Elsevier, 63,21.0
951,Voting Classification‐Based Diabetes Mellitus Prediction Using Hypertuned Machine‐Learning Techniques,"Z Mushtaq, MF Ramzan, S Ali, S Baseer… ",2022 ,Mobile Information …,Wiley Online Library, 60,20.0
952,Flood detection in urban areas using satellite imagery and machine learning,"AH Tanim, CB McRae, H Tavakol-Davani, E Goharian ",2022 ,Water,mdpi.com, 69,23.0
953,Data compression for quantum machine learning,"R Dilip, YJ Liu, A Smith, F Pollmann ",2022 ,Physical Review Research,APS, 43,14.0
954,A machine learning-based analysis for predicting fragility curve parameters of buildings,"H Dabiri, A Faramarzi, A Dall'Asta, E Tondi… ",2022 ,Journal of Building …,Elsevier, 41,14.0
955,"Spice, a dataset of drug-like molecules and peptides for training machine learning potentials","P Eastman, PK Behara, DL Dotson, R Galvelis, JE Herr… ",2023 ,Scientific Data,nature.com, 77,38.0
956,[HTML][HTML] A review of machine learning techniques for identifying weeds in corn,"A Venkataraju, D Arumugam, C Stepan, R Kiran… ",2023 ,Smart Agricultural …,Elsevier, 29,14.0
957,A review of the gumbel-max trick and its extensions for discrete stochasticity in machine learning,"IAM Huijben, W Kool, MB Paulus… ",2022 ,… analysis and machine …,ieeexplore.ieee.org, 91,30.0
958,Phishing URL detection using machine learning methods,"SKH Ahammad, SD Kale, GD Upadhye… ",2022 ,… in Engineering Software,Elsevier, 56,19.0
959,Biochar production and its environmental applications: recent developments and machine learning insights,"KV Supraja, H Kachroo, G Viswanathan… ",2023 ,Bioresource …,Elsevier, 17,8.0
960,Easy and fast prediction of green solvents for small molecule donor-based organic solar cells through machine learning,"A Mahmood, Y Sandali, JL Wang ",2023 ,Physical Chemistry Chemical …,pubs.rsc.org, 73,36.0
961,Seismic damage prediction of RC buildings using machine learning,"S Bhatta, J Dang ",2023 ,Earthquake Engineering & Structural …,Wiley Online Library, 28,14.0
962,[BOOK][B] Advanced machine learning algorithms for complex financial applications,"M Irfan, M Elhoseny, S Kassim, N Metawa ",2023 ,2023 ,books.google.com, 40,20.0
963,Machine learning algorithms for defect detection in metal laser-based additive manufacturing: A review,"Y Fu, ARJ Downey, L Yuan, T Zhang, A Pratt… ",2022 ,Journal of Manufacturing …,Elsevier, 164,55.0
964,[HTML][HTML] Optimizing durability assessment: Machine learning models for depth of wear of environmentally-friendly concrete,"M Khan, AU Khan, M Houda, C El Hachem… ",2023 ,Results in …,Elsevier, 25,12.0
965,Automatic design of machine learning via evolutionary computation: A survey,"N Li, L Ma, T Xing, G Yu, C Wang, Y Wen, S Cheng… ",2023 ,Applied Soft …,Elsevier, 24,12.0
966,Privacy-preserving machine learning with fully homomorphic encryption for deep neural network,"JW Lee, HC Kang, Y Lee, W Choi, J Eom… ",2022 ,iEEE …,ieeexplore.ieee.org, 266,89.0
967,[HTML][HTML] Role of machine learning in attaining environmental sustainability,"P Asha, K Mannepalli, R Khilar, N Subbulakshmi… ",2022 ,Energy Reports,Elsevier, 21,7.0
968,Machine learning for understanding and predicting injuries in football,"A Majumdar, R Bakirov, D Hodges, S Scott… ",2022 ,Sports Medicine-Open,Springer, 43,14.0
969,Quantum machine learning for support vector machine classification,"SS Kavitha, N Kaulgud ",2024 ,Evolutionary Intelligence,Springer, 29,29.0
970,[PDF][PDF] A systematic literature review of deep and machine learning algorithms in cardiovascular diseases diagnosis,"ZK Alkayyali, SAB Idris, SS Abu-Naser ",2023 ,Journal of Theoretical and Applied …,jatit.org, 45,22.0
971,Predicting infectious disease for biopreparedness and response: A systematic review of machine learning and deep learning approaches,"R Keshavamurthy, S Dixon, KT Pazdernik, LE Charles ",2022 ,One Health,Elsevier, 41,14.0
972,Simple nearest-neighbour analysis meets the accuracy of compound potency predictions using complex machine learning models,"T Janela, J Bajorath ",2022 ,Nature Machine Intelligence,nature.com, 33,11.0
973,Predictive analytics and machine learning for real-time supply chain risk mitigation and agility,A Aljohani ,2023 ,Sustainability,mdpi.com, 79,40.0
974,A machine learning approach for predicting hidden links in supply chain with graph neural networks,"EE Kosasih, A Brintrup ",2022 ,International Journal of Production …,Taylor & Francis, 124,41.0
975,[CITATION][C] Development of a software and hardware complex for primary diagnostics based on deep machine learning,R Yaxshiboyev ,2022 ,Central asian journal of education and computer …,cajecs.com, 23,8.0
976,Advancing rare-earth separation by machine learning,"T Liu, KR Johnson, S Jansone-Popova, D Jiang ",2022 ,JACS Au,ACS Publications, 25,8.0
977,Machine Learning Models for Understanding Blood-Brain Barrier Integrity and Transport Mechanisms,BY Kasula ,2023 ,International Journal of Machine Learning for …,ijsdcs.com, 15,8.0
978,Analytics and machine learning in vehicle routing research,"R Bai, X Chen, ZL Chen, T Cui, S Gong… ",2023 ,… Journal of Production …,Taylor & Francis, 105,52.0
979,Healthcare predictive analytics using machine learning and deep learning techniques: a survey,"M Badawy, N Ramadan, HA Hefny ",2023 ,Journal of Electrical Systems and …,Springer, 49,24.0
980,Machine learning for accelerating the design process of double-double composite structures,"Z Zhang, Z Zhang, F Di Caprio, GX Gu ",2022 ,Composite Structures,Elsevier, 45,15.0
981,Machine learning-based seismic response and performance assessment of reinforced concrete buildings,"F Kazemi, N Asgarkhani, R Jankowski ",2023 ,Archives of Civil and Mechanical …,Springer, 81,40.0
982,A survey of intrusion detection from the perspective of intrusion datasets and machine learning techniques,"G Singh, N Khare ",2022 ,International Journal of Computers and …,Taylor & Francis, 93,31.0
983,A hybrid machine learning algorithm for heart and liver disease prediction using modified particle swarm optimization with support vector machine,"MP Behera, A Sarangi, D Mishra, SK Sarangi ",2023 ,Procedia Computer Science,Elsevier, 43,22.0
984,"Prospective validation of machine learning algorithms for absorption, distribution, metabolism, and excretion prediction: An industrial perspective","C Fang, Y Wang, R Grater, S Kapadnis… ",2023 ,Journal of Chemical …,ACS Publications, 32,16.0
985,Prediction heavy metals accumulation risk in rice using machine learning and mapping pollution risk,"B Zhao, W Zhu, S Hao, M Hua, Q Liao, Y Jing… ",2023 ,Journal of Hazardous …,Elsevier, 46,23.0
986,The coming of age of interpretable and explainable machine learning models,"PJG Lisboa, S Saralajew, A Vellido… ",2023 ,Neurocomputing,Elsevier, 85,42.0
987,"Prediction and optimization model of sustainable concrete properties using machine learning, deep learning and swarm intelligence: A review","S Wang, P Xia, K Chen, F Gong, H Wang… ",2023 ,Journal of Building …,Elsevier, 35,18.0
988,Non-parametric empirical machine learning for short-term and long-term structural health monitoring,"A Entezami, H Shariatmadar… ",2022 ,Structural Health …,journals.sagepub.com, 49,16.0
989,Analysis of bitcoin price prediction using machine learning,J Chen ,2023 ,Journal of Risk and Financial Management,mdpi.com, 83,42.0
990,Investigating the performance of machine learning models combined with different feature selection methods to estimate the energy consumption of buildings,"X Liu, H Tang, Y Ding, D Yan ",2022 ,Energy and Buildings,Elsevier, 53,18.0
991,A systematic review on machine learning and deep learning techniques in cancer survival prediction,"P Deepa, C Gunavathi ",2022 ,Progress in Biophysics and Molecular Biology,Elsevier, 34,11.0
992,A Detailed View on industrial Safety and Health Analytics using Machine Learning Hybrid Ensemble Techniques,"K Rathor, S Lenka, KA Pandya… ",2022 ,… Conference on Edge …,ieeexplore.ieee.org, 101,34.0
993,Building a conversational chatbot using machine learning: Towards a more intelligent healthcare application,"RK Solanki, AS Rajawat, AR Gadekar… ",2023 ,Handbook of research …,igi-global.com, 45,22.0
994,Técnicas y aplicaciones del Machine Learning e Inteligencia Artificial en educación: una revisión sistemática,W Forero Corba… ,2024 ,… de educación a …,redined.educacion.gob.es, 38,38.0
995,Penggunaan Python Sebagai Bahasa Pemrograman untuk Machine Learning dan Deep Learning,"MRS Alfarizi, MZ Al-farish, M Taufiqurrahman… ",2023 ,Karimah …,ojs.unida.ac.id, 40,20.0
996,Perbandingan Algoritma Machine Learning untuk Analisis Sentimen Berbasis Aspek pada Review Female Daily,MH Wicaksono… ,2023 ,eProceedings …,… .telkomuniversity.ac.id, 222,111.0
